% Optimal tour length 14580
     0   248
     6   240
     6   256
    16   240
    16   256
    16   272
    22   248
    22   264
    22   280
    32   200
    32   232
    32   248
    32   264
    32   280
    38   192
    38   208
    38   224
    38   240
    38   256
    38   272
    48   192
    48   208
    48   224
    48   256
    54   200
    54   216
    54   264
    64   200
    64   216
    64   264
    64   280
    64   344
    70   192
    70   208
    70   224
    70   256
    70   272
    70   288
    70   336
    70   352
    80   192
    80   208
    80   224
    80   240
    80   256
    80   272
    80   288
    80   304
    80   336
    80   352
    80   368
    86   200
    86   232
    86   248
    86   264
    86   296
    86   312
    86   344
    86   360
    86   376
    96   232
    96   248
    96   312
    96   328
    96   344
    96   360
    96   376
   102   224
   102   240
   102   304
   102   320
   102   336
   102   352
   102   368
   112   224
   112   304
   112   320
   112   352
   118   232
   118   312
   118   360
   128    56
   128   184
   128   232
   128   312
   128   360
   134    48
   134    64
   134   176
   134   192
   134   224
   134   304
   134   320
   134   352
   144    48
   144    64
   144    80
   144   176
   144   192
   144   208
   144   224
   144   240
   144   304
   144   320
   144   336
   144   352
   144   368
   150    56
   150    72
   150    88
   150   184
   150   200
   150   216
   150   232
   150   248
   150   312
   150   328
   150   344
   150   360
   150   376
   160     8
   160    40
   160    56
   160    72
   160    88
   160   136
   160   168
   160   184
   160   216
   160   232
   160   248
   160   264
   160   296
   160   312
   160   344
   160   360
   160   376
   166     0
   166    16
   166    32
   166    48
   166    64
   166    80
   166   128
   166   144
   166   160
   166   176
   166   208
   166   224
   166   240
   166   256
   166   272
   166   288
   166   304
   166   336
   166   352
   166   368
   176     0
   176    16
   176    32
   176    64
   176   128
   176   144
   176   160
   176   208
   176   224
   176   256
   176   272
   176   288
   176   336
   176   352
   182     8
   182    24
   182    72
   182   136
   182   152
   182   216
   182   264
   182   280
   182   344
   192     8
   192    24
   192    72
   192    88
   192   136
   192   264
   192   280
   198     0
   198    16
   198    32
   198    64
   198    80
   198    96
   198   128
   198   256
   198   272
   198   288
   208     0
   208    16
   208    32
   208    48
   208    64
   208    80
   208    96
   208   112
   208   128
   208   144
   208   256
   208   272
   208   288
   208   304
   214     8
   214    40
   214    56
   214    72
   214   104
   214   120
   214   136
   214   152
   214   264
   214   296
   214   312
   224    40
   224    56
   224   120
   224   136
   224   152
   224   296
   224   312
   230    32
   230    48
   230   112
   230   128
   230   144
   230   288
   230   304
   240    32
   240   112
   240   128
   240   288
   246    40
   246   120
   246   296
   256    40
   256   120
   256   296
   256   376
   256   632
   262    32
   262   112
   262   128
   262   288
   262   368
   262   384
   262   624
   262   640
   272    32
   272    48
   272   112
   272   128
   272   144
   272   288
   272   304
   272   368
   272   384
   272   400
   272   624
   272   640
   272   656
   278    40
   278    56
   278   120
   278   136
   278   152
   278   296
   278   312
   278   376
   278   392
   278   408
   278   632
   278   648
   278   664
   288     8
   288    40
   288    56
   288    72
   288   104
   288   120
   288   136
   288   152
   288   264
   288   296
   288   312
   288   328
   288   360
   288   376
   288   392
   288   408
   288   584
   288   616
   288   632
   288   648
   288   664
   294     0
   294    16
   294    32
   294    48
   294    64
   294    80
   294    96
   294   112
   294   128
   294   144
   294   256
   294   272
   294   288
   294   304
   294   320
   294   336
   294   352
   294   368
   294   384
   294   400
   294   576
   294   592
   294   608
   294   624
   294   640
   294   656
   304     0
   304    16
   304    32
   304    64
   304    80
   304    96
   304   128
   304   256
   304   272
   304   288
   304   320
   304   336
   304   352
   304   384
   304   576
   304   592
   304   608
   304   640
   310     8
   310    24
   310    72
   310    88
   310   136
   310   264
   310   280
   310   328
   310   344
   310   392
   310   584
   310   600
   310   648
   320     8
   320    24
   320    72
   320   136
   320   152
   320   216
   320   264
   320   280
   320   328
   320   392
   320   408
   320   472
   320   584
   320   600
   320   648
   320   664
   320   728
   326     0
   326    16
   326    32
   326    64
   326   128
   326   144
   326   160
   326   208
   326   224
   326   256
   326   272
   326   288
   326   320
   326   384
   326   400
   326   416
   326   464
   326   480
   326   576
   326   592
   326   608
   326   640
   326   656
   326   672
   326   720
   326   736
   336     0
   336    16
   336    32
   336    48
   336    64
   336    80
   336   128
   336   144
   336   160
   336   176
   336   208
   336   224
   336   240
   336   256
   336   272
   336   288
   336   304
   336   320
   336   336
   336   384
   336   400
   336   416
   336   432
   336   464
   336   480
   336   496
   336   576
   336   592
   336   608
   336   624
   336   640
   336   656
   336   672
   336   688
   336   720
   336   736
   336   752
   342     8
   342    40
   342    56
   342    72
   342    88
   342   136
   342   168
   342   184
   342   216
   342   232
   342   248
   342   264
   342   296
   342   312
   342   328
   342   344
   342   392
   342   424
   342   440
   342   472
   342   488
   342   504
   342   584
   342   616
   342   632
   342   648
   342   680
   342   696
   342   728
   342   744
   342   760
   352    56
   352    72
   352    88
   352   184
   352   200
   352   216
   352   232
   352   248
   352   312
   352   328
   352   344
   352   440
   352   456
   352   472
   352   488
   352   504
   352   616
   352   632
   352   696
   352   712
   352   728
   352   744
   352   760
   358    48
   358    64
   358    80
   358   176
   358   192
   358   208
   358   224
   358   240
   358   304
   358   320
   358   336
   358   432
   358   448
   358   464
   358   480
   358   496
   358   608
   358   624
   358   688
   358   704
   358   720
   358   736
   358   752
   368    48
   368    64
   368   176
   368   192
   368   224
   368   304
   368   320
   368   432
   368   448
   368   480
   368   608
   368   688
   368   704
   368   736
   374    56
   374   184
   374   232
