% Optimal tour length 1620
     0    56
     6    48
     6    64
    16    48
    16    64
    16    80
    22    56
    22    72
    22    88
    32     8
    32    40
    32    56
    32    72
    32    88
    38     0
    38    16
    38    32
    38    48
    38    64
    38    80
    48     0
    48    16
    48    32
    48    64
    54     8
    54    24
    54    72
    64     8
    64    24
    64    72
    64    88
    64   152
    70     0
    70    16
    70    32
    70    64
    70    80
    70    96
    70   144
    70   160
    80     0
    80    16
    80    32
    80    48
    80    64
    80    80
    80    96
    80   112
    80   144
    80   160
    80   176
    86     8
    86    40
    86    56
    86    72
    86   104
    86   120
    86   152
    86   168
    86   184
    96    40
    96    56
    96   120
    96   136
    96   152
    96   168
    96   184
   102    32
   102    48
   102   112
   102   128
   102   144
   102   160
   102   176
   112    32
   112   112
   112   128
   112   160
   118    40
   118   120
   118   168
   128    40
   128   120
   128   168
   134    32
   134   112
   134   128
   134   160
   144    32
   144    48
   144   112
   144   128
   144   144
   144   160
   144   176
   150    40
   150    56
   150   120
   150   136
   150   152
   150   168
   150   184
   160     8
   160    40
   160    56
   160    72
   160   104
   160   120
   160   152
   160   168
   160   184
   166     0
   166    16
   166    32
   166    48
   166    64
   166    80
   166    96
   166   112
   166   144
   166   160
   166   176
   176     0
   176    16
   176    32
   176    64
   176    80
   176    96
   176   144
   176   160
   182     8
   182    24
   182    72
   182    88
   182   152
   192     8
   192    24
   192    72
   198     0
   198    16
   198    32
   198    64
   208     0
   208    16
   208    32
   208    48
   208    64
   208    80
   214     8
   214    40
   214    56
   214    72
   214    88
   224    56
   224    72
   224    88
   230    48
   230    64
   230    80
   240    48
   240    64
   246    56
